GEO_ID,VARIABLE,VARIABLE_NAME,DATE,VALUE,UNIT
country/KOR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1977-01-01,38446487603.30580000000,USD
country/KOR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1966-01-01,3929018943.02351000000,USD
country/CZE,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1997-01-01,62180519005.94400000000,USD
country/CZE,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1991-01-01,29859921158.86960000000,USD
country/CZE,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2019-01-01,252548179964.89700000000,USD
country/TLS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2000-01-01,367087900.00000000000,USD
country/AUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2006-01-01,747907432136.59800000000,USD
country/AUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2011-01-01,1398456161407.85000000000,USD
country/AUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2008-01-01,1055686110665.53000000000,USD
country/AUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1983-01-01,177263464407.83300000000,USD
country/AUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1974-01-01,88963890935.88800000000,USD
country/AUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1964-01-01,23801123811.03590000000,USD
country/BOL,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1985-01-01,5377276555.06886000000,USD
country/BOL,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1974-01-01,2100249875.06247000000,USD
country/BOL,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1973-01-01,1262968515.74213000000,USD
country/BOL,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1987-01-01,4347956337.83337000000,USD
country/BOL,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2005-01-01,9549122313.39641000000,USD
country/BOL,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2018-01-01,40287647930.53550000000,USD
country/BOL,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1963-01-01,482828282.82828000000,USD
country/LUX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2005-01-01,37672280120.47940000000,USD
country/LUX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1964-01-01,903158753.94362000000,USD
country/LUX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2018-01-01,71000359760.45990000000,USD
country/LUX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1993-01-01,15925521222.01490000000,USD
country/HTI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1998-01-01,3723903723.63772000000,USD
country/HTI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1977-01-01,947000000.18940000000,USD
country/HTI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1996-01-01,2907517543.35846000000,USD
country/HTI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1979-01-01,1080600000.21612000000,USD
country/HTI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1992-01-01,2257129873.67081000000,USD
country/HTI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1988-01-01,2613926800.00000000000,USD
country/HTI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2017-01-01,15093357143.42000000000,USD
country/HTI,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2013-01-01,14902488489.05450000000,USD
country/MEX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1986-01-01,134556126316.62000000000,USD
country/MEX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1991-01-01,313139656145.74500000000,USD
country/MEX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2017-01-01,1158912015259.01000000000,USD
country/MEX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2010-01-01,1057800597973.65000000000,USD
country/MEX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2004-01-01,782242912348.37100000000,USD
country/MEX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2011-01-01,1180487226406.78000000000,USD
country/MEX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1976-01-01,88876787990.91280000000,USD
country/MEX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1973-01-01,55280212668.41240000000,USD
country/MEX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1996-01-01,410972976953.22900000000,USD
country/BEL,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1965-01-01,17371457607.93740000000,USD
country/BEL,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1966-01-01,18651883472.48080000000,USD
country/BEL,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1963-01-01,14260017387.04920000000,USD
country/BEL,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2001-01-01,236746141604.37000000000,USD
country/MNP,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2018-01-01,1301000000.00000000000,USD
country/MNP,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2017-01-01,1560000000.00000000000,USD
country/LBN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2013-01-01,46880103080.66340000000,USD
country/LBN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1993-01-01,7941744492.12110000000,USD
country/LBN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2011-01-01,39927125961.19400000000,USD
country/AND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2017-01-01,3000162081.22356000000,USD
country/AND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1999-01-01,1239840269.71814000000,USD
country/AND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1998-01-01,1211953953.56347000000,USD
country/AND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2002-01-01,1755989899.29591000000,USD
country/VUT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1999-01-01,268006972.69030000000,USD
country/VUT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2014-01-01,772315986.47048000000,USD
country/VUT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1990-01-01,168879207.24415000000,USD
country/VUT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2019-01-01,936526267.62251000000,USD
country/VUT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2003-01-01,314471413.85966000000,USD
country/VUT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2012-01-01,747839697.74659000000,USD
country/ZAF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1976-01-01,41150449964.21700000000,USD
country/TCA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2004-01-01,485598800.00000000000,USD
country/TCA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2014-01-01,841070000.00000000000,USD
country/CYP,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2000-01-01,9985844486.33365000000,USD
country/MDA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2002-01-01,1661818168.42260000000,USD
country/TLS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2018-01-01,1563887900.00000000000,USD
country/LUX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2009-01-01,54467289897.55820000000,USD
country/MEX,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1981-01-01,263802132208.63600000000,USD
country/RUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1991-01-01,517962962962.96300000000,USD
country/RUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1995-01-01,395537185734.85400000000,USD
country/RUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2009-01-01,1222645887209.32000000000,USD
country/RUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2010-01-01,1524916698232.71000000000,USD
country/IND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2019-01-01,2835606242052.48000000000,USD
country/IND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2010-01-01,1675615502766.20000000000,USD
country/IND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1998-01-01,421351318896.87400000000,USD
country/IND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1970-01-01,62422483000.56720000000,USD
country/WSM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2007-01-01,573548459.83337000000,USD
country/WSM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2011-01-01,744096948.49226000000,USD
country/WSM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1992-01-01,132303041.36253000000,USD
country/WSM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2000-01-01,258856139.79849000000,USD
country/WSM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2005-01-01,476801793.15943000000,USD
country/AUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1971-01-01,45216647240.08960000000,USD
country/GIN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2008-01-01,6964179187.53836000000,USD
country/GIN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1988-01-01,2384295814.85223000000,USD
country/GIN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1986-01-01,1995186720.74733000000,USD
country/GTM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1962-01-01,1143600000.00000000000,USD
country/GTM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1984-01-01,9470000103.94584000000,USD
country/GTM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2018-01-01,73328369925.84780000000,USD
country/GTM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1974-01-01,3161499901.58075000000,USD
country/GTM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1983-01-01,9050000409.05000000000,USD
country/GTM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1960-01-01,1043599900.00000000000,USD
country/GTM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2010-01-01,40676579264.84010000000,USD
country/GTM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1963-01-01,1262800000.00000000000,USD
country/GTM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2011-01-01,46876004265.23860000000,USD
country/YEM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2001-01-01,9861560094.74009000000,USD
country/YEM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2012-01-01,35401323349.88170000000,USD
country/YEM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1995-01-01,4258788725.44991000000,USD
country/AGO,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1982-01-01,5550483035.96497000000,USD
country/AGO,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2014-01-01,137244439121.37400000000,USD
country/RUS,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1993-01-01,435083713850.83700000000,USD
country/WSM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2021-01-01,843850777.82385000000,USD
country/WSM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1988-01-01,133016065.41607000000,USD
country/GTM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1979-01-01,6902600206.90260000000,USD
country/WSM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2016-01-01,843924750.67354000000,USD
country/UGA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2017-01-01,30744473839.74390000000,USD
country/UGA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1971-01-01,1417191654.74969000000,USD
country/UGA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1978-01-01,2420260869.56522000000,USD
country/UGA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1988-01-01,6508931651.66667000000,USD
country/UGA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1981-01-01,1337300000.00000000000,USD
country/UGA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1982-01-01,2177500000.00000000000,USD
country/UGA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1992-01-01,2857457760.91789000000,USD
country/UGA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1997-01-01,6269333313.17108000000,USD
country/UGA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1987-01-01,6269522147.44353000000,USD
country/UGA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1963-01-01,516147798.74214000000,USD
country/UGA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2009-01-01,25127805566.45110000000,USD
country/UGA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2013-01-01,28915786520.39350000000,USD
country/SSD,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2008-01-01,14586253383.06320000000,USD
country/SSD,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2014-01-01,13962212847.45760000000,USD
country/HND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1971-01-01,730999999.66496000000,USD
country/HND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1973-01-01,912499599.45669000000,USD
country/HND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2010-01-01,15839344591.98420000000,USD
country/HND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2004-01-01,8869299234.33770000000,USD
country/HND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2020-01-01,23827859694.79210000000,USD
country/HND,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1996-01-01,5215028986.48649000000,USD
country/SRB,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1998-01-01,19457979423.37600000000,USD
country/SRB,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2000-01-01,6875845986.52121000000,USD
country/SRB,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2006-01-01,32482070360.32040000000,USD
country/NLD,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1977-01-01,127016990212.80400000000,USD
country/NLD,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1978-01-01,155859695457.32300000000,USD
country/NLD,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1987-01-01,245046310922.54100000000,USD
country/NLD,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1997-01-01,416812740004.51800000000,USD
country/NLD,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1964-01-01,18699380731.34650000000,USD
country/NLD,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2020-01-01,909793466661.46600000000,USD
country/PRT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1990-01-01,78713860216.56590000000,USD
country/PRT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1983-01-01,27239650741.94720000000,USD
country/PRT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1981-01-01,31977276872.96420000000,USD
country/PRT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2007-01-01,240496147317.38100000000,USD
country/PRT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1965-01-01,4687464054.83455000000,USD
country/PRT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1968-01-01,6354262628.33537000000,USD
country/PRT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1995-01-01,118122007430.01200000000,USD
country/SLE,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2021-01-01,4249234573.98708000000,USD
country/SLE,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2010-01-01,2578159479.90083000000,USD
country/SLE,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2012-01-01,3789251962.27583000000,USD
country/SLE,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2018-01-01,4085114542.06831000000,USD
country/HRV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2014-01-01,59214461630.39930000000,USD
country/HRV,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2000-01-01,22128719418.43760000000,USD
country/JPN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1963-01-01,69498131728.02820000000,USD
country/JPN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2003-01-01,4519563042183.73000000000,USD
country/JPN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1966-01-01,105628070237.77600000000,USD
country/ROU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1990-01-01,38244330107.54690000000,USD
country/ROU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2015-01-01,177883897811.43400000000,USD
country/KHM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1997-01-01,3443413388.69090000000,USD
country/KHM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2003-01-01,4658246918.27092000000,USD
country/KHM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1971-01-01,969911421.39418000000,USD
country/MAC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2004-01-01,10643253442.62320000000,USD
country/MAC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2011-01-01,36845887225.42960000000,USD
country/MAC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2009-01-01,21587786004.58820000000,USD
country/MAR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1973-01-01,6242146134.92684000000,USD
country/MAR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1979-01-01,15911994141.24080000000,USD
country/MAR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1975-01-01,8984851898.73747000000,USD
country/MAR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1965-01-01,2948331088.10181000000,USD
country/MAR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1961-01-01,2025693537.93302000000,USD
country/MAR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1982-01-01,17692275268.38760000000,USD
country/ALB,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2004-01-01,7184685781.51876000000,USD
country/ALB,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1989-01-01,2253090000.00000000000,USD
country/ALB,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1987-01-01,2080796250.00000000000,USD
country/ALB,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2019-01-01,15401826080.51830000000,USD
country/ALB,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1999-01-01,3212121650.97755000000,USD
country/ZAF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2009-01-01,329754054488.85500000000,USD
country/ZAF,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1990-01-01,126048148261.47400000000,USD
country/MAR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1970-01-01,3956336240.94413000000,USD
country/ALB,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1997-01-01,2258513974.09680000000,USD
country/ECU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1964-01-01,2244146867.90615000000,USD
country/ECU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2003-01-01,32432858000.00000000000,USD
country/ECU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1982-01-01,19929853574.60950000000,USD
country/ECU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2019-01-01,108108009000.00000000000,USD
country/ECU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2006-01-01,46802044000.00000000000,USD
country/ECU,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1983-01-01,17152483214.35360000000,USD
country/SYR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2008-01-01,218089977728.28500000000,USD
country/SYR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1995-01-01,50866369710.46770000000,USD
country/SYR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1967-01-01,1443717801.42506000000,USD
country/SYR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1990-01-01,23904498886.41430000000,USD
country/SYR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1987-01-01,32538089171.97450000000,USD
country/SYR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1969-01-01,1796596911.46508000000,USD
country/COM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2012-01-01,1015843491.24638000000,USD
country/COM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2009-01-01,905341173.97367000000,USD
country/COM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2008-01-01,915659107.76164000000,USD
country/GUY,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1999-01-01,694754988.25830000000,USD
country/GUY,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2002-01-01,726131434.71534000000,USD
country/GUY,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2007-01-01,2730971599.89457000000,USD
country/GUY,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1989-01-01,379779389.70588000000,USD
country/GUY,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2004-01-01,787814379.18384000000,USD
country/GUY,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1966-01-01,228705882.35294000000,USD
country/GUY,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1987-01-01,354591846.93878000000,USD
country/UGA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1999-01-01,5998563257.94659000000,USD
country/PRT,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1997-01-01,117016535162.95000000000,USD
country/SLE,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1992-01-01,679997997.59712000000,USD
country/MAC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1994-01-01,6311207515.64538000000,USD
country/MAC,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1998-01-01,6797792474.19192000000,USD
country/MAR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1981-01-01,17788186055.57100000000,USD
country/MAR,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2010-01-01,100865325482.24400000000,USD
country/GUM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2014-01-01,5610000000.00000000000,USD
country/GUM,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2009-01-01,4828000000.00000000000,USD
country/LKA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1967-01-01,1859465020.57613000000,USD
country/LKA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2001-01-01,15749753804.83440000000,USD
country/LKA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1992-01-01,9703011635.86585000000,USD
country/LKA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2006-01-01,28279802451.27140000000,USD
country/LKA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2000-01-01,16330814179.97660000000,USD
country/LKA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1996-01-01,13897738375.24880000000,USD
country/LKA,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2008-01-01,40713826320.50230000000,USD
country/SVN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2009-01-01,50567734885.96130000000,USD
country/SLB,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2004-01-01,468005324.46034000000,USD
country/SLB,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1981-01-01,193750476.47208000000,USD
country/SLB,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1990-01-01,214877638.37550000000,USD
country/SLB,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1994-01-01,402836964.47515000000,USD
country/FIN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1963-01-01,6885920328.66187000000,USD
country/FIN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1969-01-01,10070766720.50110000000,USD
country/FIN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2001-01-01,129533107311.81100000000,USD
country/FIN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1978-01-01,36256160288.80870000000,USD
country/FIN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1991-01-01,127773856785.76700000000,USD
country/FIN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1968-01-01,8823033880.32993000000,USD
country/FIN,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,2007-01-01,256378067752.15800000000,USD
country/HKG,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1992-01-01,104272503148.98800000000,USD
country/HKG,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1998-01-01,168885436391.80600000000,USD
country/HKG,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1977-01-01,15719433719.71470000000,USD
country/HKG,Amount_EconomicActivity_GrossDomesticProduction_Nominal,Nominal GDP,1962-01-01,1612346412.26475000000,USD
